username,module,role_id,role_name,role_type,menu_permission_id
KarenD,PP,8,Platform Admin,All,11012002
KarenD,PP,8,Platform Admin,All,11013001
KarenD,PP,8,Platform Admin,All,11013003
KarenD,PP,8,Platform Admin,All,11013005
KarenD,PP,8,Platform Admin,All,11013007
KarenD,PP,8,Platform Admin,All,11014001
KarenD,PP,8,Platform Admin,All,11014005
KarenD,PP,2,Procurement Admin,All,30100101
KarenD,PP,2,Procurement Admin,All,30300301
KarenD,PP,2,Procurement Admin,All,30500601
KarenD,PP,2,Procurement Admin,All,30600101
KavinW,PA,5,Procurement VP,Specific,21011001
KavinW,PA,5,Procurement VP,Specific,21011005
KavinW,PA,5,Procurement VP,Specific,21014001
KavinW,PA,5,Procurement VP,Specific,21014002
KavinW,PA,5,Procurement VP,Specific,21014003
KavinW,PA,5,Procurement VP,Specific,21014005
KavinW,PA,5,Procurement VP,Specific,21014007
KavinW,PA,5,Procurement VP,Specific,21014008
KavinW,PA,5,Procurement VP,Specific,22021001
KavinW,PA,5,Procurement VP,Specific,22021005
KavinW,PA,5,Procurement VP,Specific,22022001
KavinW,PA,5,Procurement VP,Specific,22022005
KavinW,PA,5,Procurement VP,Specific,22023001
KavinW,PA,5,Procurement VP,Specific,22023005
KavinW,PA,5,Procurement VP,Specific,22025001
KavinW,PA,5,Procurement VP,Specific,22025005
KavinW,PA,5,Procurement VP,Specific,90900501
NatK,PSC,9,Management,ALL,21011001
NatK,PSC,9,Management,ALL,21011005
NatK,PSC,9,Management,ALL,21014001
NatK,PSC,9,Management,ALL,21014005
NatK,PSC,9,Management,ALL,22021001
NatK,PSC,9,Management,ALL,22021005
NatK,PSC,9,Management,ALL,22022001
NatK,PSC,9,Management,ALL,22022005
NatK,PSC,9,Management,ALL,22023001
NatK,PSC,9,Management,ALL,22023005
NatK,PSC,9,Management,ALL,22024001
NatK,PSC,9,Management,ALL,22024005
NatK,PSC,9,Management,ALL,22025001
NatK,PSC,9,Management,ALL,22025005
NatthaponO,PA,4,Procurement Manager,Specific,21011001
NatthaponO,PA,4,Procurement Manager,Specific,21011005
NatthaponO,PA,4,Procurement Manager,Specific,21014001
NatthaponO,PA,4,Procurement Manager,Specific,21014005
NatthaponO,PA,4,Procurement Manager,Specific,21014007
NatthaponO,PA,4,Procurement Manager,Specific,22021001
NatthaponO,PA,4,Procurement Manager,Specific,22021005
NatthaponO,PA,4,Procurement Manager,Specific,22022001
NatthaponO,PA,4,Procurement Manager,Specific,22022005
NatthaponO,PA,4,Procurement Manager,Specific,22023001
NatthaponO,PA,4,Procurement Manager,Specific,22023005
NatthaponO,PA,4,Procurement Manager,Specific,22024001
NatthaponO,PA,4,Procurement Manager,Specific,22024005
NatthaponO,PA,4,Procurement Manager,Specific,22025001
NatthaponO,PA,4,Procurement Manager,Specific,22025005
NatthaponO,PA,4,Procurement Manager,Specific,90900501
NuanjitJ,PSC,9,Management,ALL,21011001
NuanjitJ,PSC,9,Management,ALL,21011005
NuanjitJ,PSC,9,Management,ALL,21014001
NuanjitJ,PSC,9,Management,ALL,21014005
NuanjitJ,PSC,9,Management,ALL,22021001
NuanjitJ,PSC,9,Management,ALL,22021005
NuanjitJ,PSC,9,Management,ALL,22022001
NuanjitJ,PSC,9,Management,ALL,22022005
NuanjitJ,PSC,9,Management,ALL,22023001
NuanjitJ,PSC,9,Management,ALL,22023005
NuanjitJ,PSC,9,Management,ALL,22024001
NuanjitJ,PSC,9,Management,ALL,22024005
NuanjitJ,PSC,9,Management,ALL,22025001
NuanjitJ,PSC,9,Management,ALL,22025005
NuttaponP,PA,4,Procurement Manager,Specific,21011001
NuttaponP,PA,4,Procurement Manager,Specific,21011005
NuttaponP,PA,4,Procurement Manager,Specific,21014001
NuttaponP,PA,4,Procurement Manager,Specific,21014005
NuttaponP,PA,4,Procurement Manager,Specific,21014007
NuttaponP,PA,4,Procurement Manager,Specific,22021001
NuttaponP,PA,4,Procurement Manager,Specific,22021005
NuttaponP,PA,4,Procurement Manager,Specific,22022001
NuttaponP,PA,4,Procurement Manager,Specific,22022005
NuttaponP,PA,4,Procurement Manager,Specific,22023001
NuttaponP,PA,4,Procurement Manager,Specific,22023005
NuttaponP,PA,4,Procurement Manager,Specific,22024001
NuttaponP,PA,4,Procurement Manager,Specific,22024005
NuttaponP,PA,4,Procurement Manager,Specific,22025001
NuttaponP,PA,4,Procurement Manager,Specific,22025005
NuttaponP,PA,4,Procurement Manager,Specific,90900501
PaneetaA,PSC,9,Management,ALL,21011001
PaneetaA,PSC,9,Management,ALL,21011005
PaneetaA,PSC,9,Management,ALL,21014001
PaneetaA,PSC,9,Management,ALL,21014005
PaneetaA,PSC,9,Management,ALL,22021001
PaneetaA,PSC,9,Management,ALL,22021005
PaneetaA,PSC,9,Management,ALL,22022001
PaneetaA,PSC,9,Management,ALL,22022005
PaneetaA,PSC,9,Management,ALL,22023001
PaneetaA,PSC,9,Management,ALL,22023005
PaneetaA,PSC,9,Management,ALL,22024001
PaneetaA,PSC,9,Management,ALL,22024005
PaneetaA,PSC,9,Management,ALL,22025001
PaneetaA,PSC,9,Management,ALL,22025005
PaneetaA,PA,2,Procurement Admin,All,30100101
PaneetaA,PA,2,Procurement Admin,All,30300301
PaneetaA,PA,2,Procurement Admin,All,30500601
PaneetaA,PA,2,Procurement Admin,All,30600101
PichasireeT,PA,4,Procurement Manager,Specific,21011001
PichasireeT,PA,4,Procurement Manager,Specific,21011005
PichasireeT,PA,4,Procurement Manager,Specific,21014001
PichasireeT,PA,4,Procurement Manager,Specific,21014005
PichasireeT,PA,4,Procurement Manager,Specific,21014007
PichasireeT,PA,4,Procurement Manager,Specific,22021001
PichasireeT,PA,4,Procurement Manager,Specific,22021005
PichasireeT,PA,4,Procurement Manager,Specific,22022001
PichasireeT,PA,4,Procurement Manager,Specific,22022005
PichasireeT,PA,4,Procurement Manager,Specific,22023001
PichasireeT,PA,4,Procurement Manager,Specific,22023005
PichasireeT,PA,4,Procurement Manager,Specific,22024001
PichasireeT,PA,4,Procurement Manager,Specific,22024005
PichasireeT,PA,4,Procurement Manager,Specific,22025001
PichasireeT,PA,4,Procurement Manager,Specific,22025005
PichasireeT,PA,4,Procurement Manager,Specific,90900501
PrathetP,PA,4,Procurement Manager,Specific,21011001
PrathetP,PA,4,Procurement Manager,Specific,21011005
PrathetP,PA,4,Procurement Manager,Specific,21014001
PrathetP,PA,4,Procurement Manager,Specific,21014005
PrathetP,PA,4,Procurement Manager,Specific,21014007
PrathetP,PA,4,Procurement Manager,Specific,22021001
PrathetP,PA,4,Procurement Manager,Specific,22021005
PrathetP,PA,4,Procurement Manager,Specific,22022001
PrathetP,PA,4,Procurement Manager,Specific,22022005
PrathetP,PA,4,Procurement Manager,Specific,22023001
PrathetP,PA,4,Procurement Manager,Specific,22023005
PrathetP,PA,4,Procurement Manager,Specific,22024001
PrathetP,PA,4,Procurement Manager,Specific,22024005
PrathetP,PA,4,Procurement Manager,Specific,22025001
PrathetP,PA,4,Procurement Manager,Specific,22025005
PrathetP,PA,4,Procurement Manager,Specific,90900501
ReunkaewS,PSC,9,Management,ALL,21011001
ReunkaewS,PSC,9,Management,ALL,21011005
ReunkaewS,PSC,9,Management,ALL,21014001
ReunkaewS,PSC,9,Management,ALL,21014005
ReunkaewS,PSC,9,Management,ALL,22021001
ReunkaewS,PSC,9,Management,ALL,22021005
ReunkaewS,PSC,9,Management,ALL,22022001
ReunkaewS,PSC,9,Management,ALL,22022005
ReunkaewS,PSC,9,Management,ALL,22023001
ReunkaewS,PSC,9,Management,ALL,22023005
ReunkaewS,PSC,9,Management,ALL,22024001
ReunkaewS,PSC,9,Management,ALL,22024005
ReunkaewS,PSC,9,Management,ALL,22025001
ReunkaewS,PSC,9,Management,ALL,22025005
SamatchaP,PSC,9,Management,ALL,21011001
SamatchaP,PSC,9,Management,ALL,21011005
SamatchaP,PSC,9,Management,ALL,21014001
SamatchaP,PSC,9,Management,ALL,21014005
SamatchaP,PSC,9,Management,ALL,22021001
SamatchaP,PSC,9,Management,ALL,22021005
SamatchaP,PSC,9,Management,ALL,22022001
SamatchaP,PSC,9,Management,ALL,22022005
SamatchaP,PSC,9,Management,ALL,22023001
SamatchaP,PSC,9,Management,ALL,22023005
SamatchaP,PSC,9,Management,ALL,22024001
SamatchaP,PSC,9,Management,ALL,22024005
SamatchaP,PSC,9,Management,ALL,22025001
SamatchaP,PSC,9,Management,ALL,22025005
Santipabw,Ref Price,2,Procurement Admin,All,30100101
Santipabw,Ref Price,2,Procurement Admin,All,30300301
Santipabw,Ref Price,2,Procurement Admin,All,30300509
Santipabw,Ref Price,2,Procurement Admin,All,30400509
Santipabw,Ref Price,2,Procurement Admin,All,30500601
Santipabw,Ref Price,2,Procurement Admin,All,30600101
Santipabw,PSC,2,Procurement Admin,All,30100101
Santipabw,PSC,2,Procurement Admin,All,30300301
Santipabw,PSC,2,Procurement Admin,All,30500601
Santipabw,PSC,2,Procurement Admin,All,30600101
Santipabw,PA,2,Procurement Admin,All,30100101
Santipabw,PA,2,Procurement Admin,All,30300301
Santipabw,PA,2,Procurement Admin,All,30500601
Santipabw,PA,2,Procurement Admin,All,30600101
Santipabw,PP,2,Procurement Admin,All,30100101
Santipabw,PP,2,Procurement Admin,All,30300301
Santipabw,PP,2,Procurement Admin,All,30500601
Santipabw,PP,2,Procurement Admin,All,30600101
zKomsanT,Ref Price,2,Procurement Admin,All,30100101
zKomsanT,Ref Price,2,Procurement Admin,All,30300301
zKomsanT,Ref Price,2,Procurement Admin,All,30300509
zKomsanT,Ref Price,2,Procurement Admin,All,30400509
zKomsanT,Ref Price,2,Procurement Admin,All,30500601
zKomsanT,Ref Price,2,Procurement Admin,All,30600101
zKomsanT,PSC,2,Procurement Admin,All,30100101
zKomsanT,PSC,2,Procurement Admin,All,30300301
zKomsanT,PSC,2,Procurement Admin,All,30500601
zKomsanT,PSC,2,Procurement Admin,All,30600101
zKomsanT,PA,2,Procurement Admin,All,30100101
zKomsanT,PA,2,Procurement Admin,All,30300301
zKomsanT,PA,2,Procurement Admin,All,30500601
zKomsanT,PA,2,Procurement Admin,All,30600101
zKomsanT,PP,8,Platform Admin,All,11011001
zKomsanT,PP,8,Platform Admin,All,11012001
zKomsanT,PP,8,Platform Admin,All,11012002
zKomsanT,PP,8,Platform Admin,All,11013001
zKomsanT,PP,8,Platform Admin,All,11013003
zKomsanT,PP,8,Platform Admin,All,11013005
zKomsanT,PP,8,Platform Admin,All,11013007
zKomsanT,PP,8,Platform Admin,All,11014001
zKomsanT,PP,8,Platform Admin,All,11014005
zMontiyapaK,Ref Price,2,Procurement Admin,All,30100101
zMontiyapaK,Ref Price,2,Procurement Admin,All,30300301
zMontiyapaK,Ref Price,2,Procurement Admin,All,30300509
zMontiyapaK,Ref Price,2,Procurement Admin,All,30400509
zMontiyapaK,Ref Price,2,Procurement Admin,All,30500601
zMontiyapaK,Ref Price,2,Procurement Admin,All,30600101
zNattachaW,Ref Price,2,Procurement Admin,All,30100101
zNattachaW,Ref Price,2,Procurement Admin,All,30300301
zNattachaW,Ref Price,2,Procurement Admin,All,30300509
zNattachaW,Ref Price,2,Procurement Admin,All,30400509
zNattachaW,Ref Price,2,Procurement Admin,All,30500601
zNattachaW,Ref Price,2,Procurement Admin,All,30600101
zPanisaW,Ref Price,2,Procurement Admin,All,30100101
zPanisaW,Ref Price,2,Procurement Admin,All,30300301
zPanisaW,Ref Price,2,Procurement Admin,All,30300509
zPanisaW,Ref Price,2,Procurement Admin,All,30400509
zPanisaW,Ref Price,2,Procurement Admin,All,30500601
zPanisaW,Ref Price,2,Procurement Admin,All,30600101
zPanuwatK,Ref Price,2,Procurement Admin,All,30100101
zPanuwatK,Ref Price,2,Procurement Admin,All,30300301
zPanuwatK,Ref Price,2,Procurement Admin,All,30300509
zPanuwatK,Ref Price,2,Procurement Admin,All,30400509
zPanuwatK,Ref Price,2,Procurement Admin,All,30500601
zPanuwatK,Ref Price,2,Procurement Admin,All,30600101
zPanuwatK,PSC,2,Procurement Admin,All,30100101
zPanuwatK,PSC,2,Procurement Admin,All,30300301
zPanuwatK,PSC,2,Procurement Admin,All,30500601
zPanuwatK,PSC,2,Procurement Admin,All,30600101
zPanuwatK,PA,2,Procurement Admin,All,30100101
zPanuwatK,PA,2,Procurement Admin,All,30300301
zPanuwatK,PA,2,Procurement Admin,All,30500601
zPanuwatK,PA,2,Procurement Admin,All,30600101
zPanuwatK,PA,5,Procurement VP,Specific,21011001
zPanuwatK,PA,5,Procurement VP,Specific,21011005
zPanuwatK,PA,5,Procurement VP,Specific,21014001
zPanuwatK,PA,5,Procurement VP,Specific,21014002
zPanuwatK,PA,5,Procurement VP,Specific,21014003
zPanuwatK,PA,5,Procurement VP,Specific,21014005
zPanuwatK,PA,5,Procurement VP,Specific,21014007
zPanuwatK,PA,5,Procurement VP,Specific,21014008
zPanuwatK,PA,5,Procurement VP,Specific,22021001
zPanuwatK,PA,5,Procurement VP,Specific,22021005
zPanuwatK,PA,5,Procurement VP,Specific,22022001
zPanuwatK,PA,5,Procurement VP,Specific,22022005
zPanuwatK,PA,5,Procurement VP,Specific,22023001
zPanuwatK,PA,5,Procurement VP,Specific,22023005
zPanuwatK,PA,5,Procurement VP,Specific,22025001
zPanuwatK,PA,5,Procurement VP,Specific,22025005
zPanuwatK,PA,5,Procurement VP,Specific,90900501
zPanuwatK,PP,8,Platform Admin,All,11011001
zPanuwatK,PP,8,Platform Admin,All,11012001
zPanuwatK,PP,8,Platform Admin,All,11012002
zPanuwatK,PP,8,Platform Admin,All,11013001
zPanuwatK,PP,8,Platform Admin,All,11013003
zPanuwatK,PP,8,Platform Admin,All,11013005
zPanuwatK,PP,8,Platform Admin,All,11013007
zPanuwatK,PP,8,Platform Admin,All,11014001
zPanuwatK,PP,8,Platform Admin,All,11014005
zPanuwatK,PP,2,Procurement Admin,All,30100101
zPanuwatK,PP,2,Procurement Admin,All,30300301
zPanuwatK,PP,2,Procurement Admin,All,30500601
zPanuwatK,PP,2,Procurement Admin,All,30600101
zParitaR,Ref Price,2,Procurement Admin,All,30100101
zParitaR,Ref Price,2,Procurement Admin,All,30300301
zParitaR,Ref Price,2,Procurement Admin,All,30300509
zParitaR,Ref Price,2,Procurement Admin,All,30400509
zParitaR,Ref Price,2,Procurement Admin,All,30500601
zParitaR,Ref Price,2,Procurement Admin,All,30600101
zParitaR,PSC,2,Procurement Admin,All,30100101
zParitaR,PSC,2,Procurement Admin,All,30300301
zParitaR,PSC,2,Procurement Admin,All,30500601
zParitaR,PSC,2,Procurement Admin,All,30600101
zParitaR,PA,2,Procurement Admin,All,30100101
zParitaR,PA,2,Procurement Admin,All,30300301
zParitaR,PA,2,Procurement Admin,All,30500601
zParitaR,PA,2,Procurement Admin,All,30600101
zParitaR,PP,8,Platform Admin,All,11011001
zParitaR,PP,8,Platform Admin,All,11012001
zParitaR,PP,8,Platform Admin,All,11012002
zParitaR,PP,8,Platform Admin,All,11013001
zParitaR,PP,8,Platform Admin,All,11013003
zParitaR,PP,8,Platform Admin,All,11013005
zParitaR,PP,8,Platform Admin,All,11013007
zParitaR,PP,8,Platform Admin,All,11014001
zParitaR,PP,8,Platform Admin,All,11014005
zParitaR,PP,2,Procurement Admin,All,30100101
zParitaR,PP,2,Procurement Admin,All,30300301
zParitaR,PP,2,Procurement Admin,All,30500601
zParitaR,PP,2,Procurement Admin,All,30600101
zPiroonM,Ref Price,2,Procurement Admin,All,30100101
zPiroonM,Ref Price,2,Procurement Admin,All,30300301
zPiroonM,Ref Price,2,Procurement Admin,All,30300509
zPiroonM,Ref Price,2,Procurement Admin,All,30400509
zPiroonM,Ref Price,2,Procurement Admin,All,30500601
zPiroonM,Ref Price,2,Procurement Admin,All,30600101
zPongponHo,PA,2,Procurement Admin,All,30100101
zPongponHo,PA,2,Procurement Admin,All,30300301
zPongponHo,PA,2,Procurement Admin,All,30500601
zPongponHo,PA,2,Procurement Admin,All,30600101
zPongponHo,PA,5,Procurement VP,Specific,21011001
zPongponHo,PA,5,Procurement VP,Specific,21011005
zPongponHo,PA,5,Procurement VP,Specific,21014001
zPongponHo,PA,5,Procurement VP,Specific,21014002
zPongponHo,PA,5,Procurement VP,Specific,21014003
zPongponHo,PA,5,Procurement VP,Specific,21014005
zPongponHo,PA,5,Procurement VP,Specific,21014007
zPongponHo,PA,5,Procurement VP,Specific,21014008
zPongponHo,PA,5,Procurement VP,Specific,22021001
zPongponHo,PA,5,Procurement VP,Specific,22021005
zPongponHo,PA,5,Procurement VP,Specific,22022001
zPongponHo,PA,5,Procurement VP,Specific,22022005
zPongponHo,PA,5,Procurement VP,Specific,22023001
zPongponHo,PA,5,Procurement VP,Specific,22023005
zPongponHo,PA,5,Procurement VP,Specific,22025001
zPongponHo,PA,5,Procurement VP,Specific,22025005
zPongponHo,PA,5,Procurement VP,Specific,90900501
zPongponHo,PP,2,Procurement Admin,All,30100101
zPongponHo,PP,2,Procurement Admin,All,30300301
zPongponHo,PP,2,Procurement Admin,All,30500601
zPongponHo,PP,2,Procurement Admin,All,30600101
zRattapolS,PA,2,Procurement Admin,All,30100101
zRattapolS,PA,2,Procurement Admin,All,30300301
zRattapolS,PA,2,Procurement Admin,All,30500601
zRattapolS,PA,2,Procurement Admin,All,30600101
zRattapolS,PA,5,Procurement VP,Specific,21011001
zRattapolS,PA,5,Procurement VP,Specific,21011005
zRattapolS,PA,5,Procurement VP,Specific,21014001
zRattapolS,PA,5,Procurement VP,Specific,21014002
zRattapolS,PA,5,Procurement VP,Specific,21014003
zRattapolS,PA,5,Procurement VP,Specific,21014005
zRattapolS,PA,5,Procurement VP,Specific,21014007
zRattapolS,PA,5,Procurement VP,Specific,21014008
zRattapolS,PA,5,Procurement VP,Specific,22021001
zRattapolS,PA,5,Procurement VP,Specific,22021005
zRattapolS,PA,5,Procurement VP,Specific,22022001
zRattapolS,PA,5,Procurement VP,Specific,22022005
zRattapolS,PA,5,Procurement VP,Specific,22023001
zRattapolS,PA,5,Procurement VP,Specific,22023005
zRattapolS,PA,5,Procurement VP,Specific,22025001
zRattapolS,PA,5,Procurement VP,Specific,22025005
zRattapolS,PA,5,Procurement VP,Specific,90900501
zRattapolS,PP,2,Procurement Admin,All,30100101
zRattapolS,PP,2,Procurement Admin,All,30300301
zRattapolS,PP,2,Procurement Admin,All,30500601
zRattapolS,PP,2,Procurement Admin,All,30600101
zSaksiriJ,Ref Price,2,Procurement Admin,All,30100101
zSaksiriJ,Ref Price,2,Procurement Admin,All,30300301
zSaksiriJ,Ref Price,2,Procurement Admin,All,30300509
zSaksiriJ,Ref Price,2,Procurement Admin,All,30400509
zSaksiriJ,Ref Price,2,Procurement Admin,All,30500601
zSaksiriJ,Ref Price,2,Procurement Admin,All,30600101
zSaksiriJ,PSC,2,Procurement Admin,All,30100101
zSaksiriJ,PSC,2,Procurement Admin,All,30300301
zSaksiriJ,PSC,2,Procurement Admin,All,30500601
zSaksiriJ,PSC,2,Procurement Admin,All,30600101
zSaksiriJ,PA,2,Procurement Admin,All,30100101
zSaksiriJ,PA,2,Procurement Admin,All,30300301
zSaksiriJ,PA,2,Procurement Admin,All,30500601
zSaksiriJ,PA,2,Procurement Admin,All,30600101
zSaksiriJ,PP,8,Platform Admin,All,11011001
zSaksiriJ,PP,8,Platform Admin,All,11012001
zSaksiriJ,PP,8,Platform Admin,All,11012002
zSaksiriJ,PP,8,Platform Admin,All,11013001
zSaksiriJ,PP,8,Platform Admin,All,11013003
zSaksiriJ,PP,8,Platform Admin,All,11013005
zSaksiriJ,PP,8,Platform Admin,All,11013007
zSaksiriJ,PP,8,Platform Admin,All,11014001
zSaksiriJ,PP,8,Platform Admin,All,11014005
zSasithornK,Ref Price,2,Procurement Admin,All,30100101
zSasithornK,Ref Price,2,Procurement Admin,All,30300301
zSasithornK,Ref Price,2,Procurement Admin,All,30300509
zSasithornK,Ref Price,2,Procurement Admin,All,30400509
zSasithornK,Ref Price,2,Procurement Admin,All,30500601
zSasithornK,Ref Price,2,Procurement Admin,All,30600101
zSasithornK,PSC,2,Procurement Admin,All,30100101
zSasithornK,PSC,2,Procurement Admin,All,30300301
zSasithornK,PSC,2,Procurement Admin,All,30500601
zSasithornK,PSC,2,Procurement Admin,All,30600101
zSasithornK,PA,2,Procurement Admin,All,30100101
zSasithornK,PA,2,Procurement Admin,All,30300301
zSasithornK,PA,2,Procurement Admin,All,30500601
zSasithornK,PA,2,Procurement Admin,All,30600101
zSasithornK,PP,8,Platform Admin,All,11011001
zSasithornK,PP,8,Platform Admin,All,11012001
zSasithornK,PP,8,Platform Admin,All,11012002
zSasithornK,PP,8,Platform Admin,All,11013001
zSasithornK,PP,8,Platform Admin,All,11013003
zSasithornK,PP,8,Platform Admin,All,11013005
zSasithornK,PP,8,Platform Admin,All,11013007
zSasithornK,PP,8,Platform Admin,All,11014001
zSasithornK,PP,8,Platform Admin,All,11014005
zSasithornK,PP,2,Procurement Admin,All,30100101
zSasithornK,PP,2,Procurement Admin,All,30300301
zSasithornK,PP,2,Procurement Admin,All,30500601
zSasithornK,PP,2,Procurement Admin,All,30600101
zSirikonS,Ref Price,2,Procurement Admin,All,30100101
zSirikonS,Ref Price,2,Procurement Admin,All,30300301
zSirikonS,Ref Price,2,Procurement Admin,All,30300509
zSirikonS,Ref Price,2,Procurement Admin,All,30400509
zSirikonS,Ref Price,2,Procurement Admin,All,30500601
zSirikonS,Ref Price,2,Procurement Admin,All,30600101
zSirikonS,PSC,2,Procurement Admin,All,30100101
zSirikonS,PSC,2,Procurement Admin,All,30300301
zSirikonS,PSC,2,Procurement Admin,All,30500601
zSirikonS,PSC,2,Procurement Admin,All,30600101
zSirikonS,PA,2,Procurement Admin,All,30100101
zSirikonS,PA,2,Procurement Admin,All,30300301
zSirikonS,PA,2,Procurement Admin,All,30500601
zSirikonS,PA,2,Procurement Admin,All,30600101
zSirikonS,PA,5,Procurement VP,Specific,21011001
zSirikonS,PA,5,Procurement VP,Specific,21011005
zSirikonS,PA,5,Procurement VP,Specific,21014001
zSirikonS,PA,5,Procurement VP,Specific,21014002
zSirikonS,PA,5,Procurement VP,Specific,21014003
zSirikonS,PA,5,Procurement VP,Specific,21014005
zSirikonS,PA,5,Procurement VP,Specific,21014007
zSirikonS,PA,5,Procurement VP,Specific,21014008
zSirikonS,PA,5,Procurement VP,Specific,22021001
zSirikonS,PA,5,Procurement VP,Specific,22021005
zSirikonS,PA,5,Procurement VP,Specific,22022001
zSirikonS,PA,5,Procurement VP,Specific,22022005
zSirikonS,PA,5,Procurement VP,Specific,22023001
zSirikonS,PA,5,Procurement VP,Specific,22023005
zSirikonS,PA,5,Procurement VP,Specific,22025001
zSirikonS,PA,5,Procurement VP,Specific,22025005
zSirikonS,PA,5,Procurement VP,Specific,90900501
zSirikonS,PP,2,Procurement Admin,All,30100101
zSirikonS,PP,2,Procurement Admin,All,30300301
zSirikonS,PP,2,Procurement Admin,All,30500601
zSirikonS,PP,2,Procurement Admin,All,30600101
