"username","system_name","role_id","role_name","role_type","menu_permission_id"
AmintaT,APP System,3,Procurement Officer,Specific,"30300508"
AmintaT,APP System,3,Procurement Officer,Specific,"30300509"
AmintaT,APP System,3,Procurement Officer,Specific,"30300701"
AmintaT,APP System,3,Procurement Officer,Specific,"30400403"
AmintaT,APP System,3,Procurement Officer,Specific,"30400406"
AmintaT,APP System,3,Procurement Officer,Specific,"30400407"
AmintaT,APP System,3,Procurement Officer,Specific,"30400508"
AmintaT,APP System,3,Procurement Officer,Specific,"30400509"
AmintaT,APP System,3,Procurement Officer,Specific,"30400701"
AmintaT,APP System,3,Procurement Officer,Specific,"30400702"
AmintaT,APP System,3,Procurement Officer,Specific,"30400703"
AmintaT,APP System,3,Procurement Officer,Specific,"30400704"
AmintaT,APP System,3,Procurement Officer,Specific,"30500601"
AmintaT,APP System,3,Procurement Officer,Specific,"30500603"
AmintaT,APP System,3,Procurement Officer,Specific,"30600101"
AmintaT,APP System,3,Procurement Officer,Specific,"90900501"
AmintaT,APP System,3,Procurement Officer,Specific,"90900501"
AmintaT,APP System,3,Procurement Officer,Specific,"90900501"
AmintaT,APP System,3,Procurement Officer,Specific,"90900501"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11011001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11011003"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11011005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11011007"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11012001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11012002"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11013001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11013003"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11013005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11013007"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11014001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"11014005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21011001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21011003"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21011005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21012002"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21012011"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21012012"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21014001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21014002"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21014003"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21014005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"21014008"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22021001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22021005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22022001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22022005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22023001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22023005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22024001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22024005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22025001"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"22025005"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30100101"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30100202"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30200202"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300301"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300303"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300304"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300305"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300508"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300509"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30300701"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400403"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400406"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400407"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400508"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400509"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400701"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400702"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400703"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30400704"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30500601"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30500603"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"30600101"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AmintaT,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AnusornW,APP System,9,Management,ALL,"21011001"
AnusornW,APP System,9,Management,ALL,"21011005"
AnusornW,APP System,9,Management,ALL,"21014001"
AnusornW,APP System,9,Management,ALL,"21014005"
AnusornW,APP System,9,Management,ALL,"22021001"
AnusornW,APP System,9,Management,ALL,"22021005"
AnusornW,APP System,9,Management,ALL,"22022001"
AnusornW,APP System,9,Management,ALL,"22022005"
AnusornW,APP System,9,Management,ALL,"22023001"
AnusornW,APP System,9,Management,ALL,"22023005"
AnusornW,APP System,9,Management,ALL,"22024001"
AnusornW,APP System,9,Management,ALL,"22024005"
AnusornW,APP System,9,Management,ALL,"22025001"
AnusornW,APP System,9,Management,ALL,"22025005"
AnusornW,APP System,9,Management,ALL,"90900501"
ArchananN,APP System,15,Management relate org,Specific,"21011001"
ArchananN,APP System,15,Management relate org,Specific,"21011005"
ArchananN,APP System,15,Management relate org,Specific,"21014001"
ArchananN,APP System,15,Management relate org,Specific,"21014005"
ArchananN,APP System,15,Management relate org,Specific,"22021001"
ArchananN,APP System,15,Management relate org,Specific,"22021005"
ArchananN,APP System,15,Management relate org,Specific,"22022001"
ArchananN,APP System,15,Management relate org,Specific,"22022005"
ArchananN,APP System,15,Management relate org,Specific,"22023001"
ArchananN,APP System,15,Management relate org,Specific,"22023005"
ArchananN,APP System,15,Management relate org,Specific,"22024001"
ArchananN,APP System,15,Management relate org,Specific,"22024005"
ArchananN,APP System,15,Management relate org,Specific,"22025001"
ArchananN,APP System,15,Management relate org,Specific,"22025005"
AreewanH,APP System,3,Procurement Officer,Specific,"11011001"
AreewanH,APP System,3,Procurement Officer,Specific,"11011003"
AreewanH,APP System,3,Procurement Officer,Specific,"11011005"
AreewanH,APP System,3,Procurement Officer,Specific,"11011007"
AreewanH,APP System,3,Procurement Officer,Specific,"11012001"
AreewanH,APP System,3,Procurement Officer,Specific,"11012002"
AreewanH,APP System,3,Procurement Officer,Specific,"11013001"
AreewanH,APP System,3,Procurement Officer,Specific,"11013003"
AreewanH,APP System,3,Procurement Officer,Specific,"11013005"
AreewanH,APP System,3,Procurement Officer,Specific,"11013007"
AreewanH,APP System,3,Procurement Officer,Specific,"11014001"
AreewanH,APP System,3,Procurement Officer,Specific,"11014005"
AreewanH,APP System,3,Procurement Officer,Specific,"21011001"
AreewanH,APP System,3,Procurement Officer,Specific,"21011003"
AreewanH,APP System,3,Procurement Officer,Specific,"21011005"
AreewanH,APP System,3,Procurement Officer,Specific,"21012002"
AreewanH,APP System,3,Procurement Officer,Specific,"21012011"
AreewanH,APP System,3,Procurement Officer,Specific,"21012012"
AreewanH,APP System,3,Procurement Officer,Specific,"21014001"
AreewanH,APP System,3,Procurement Officer,Specific,"21014002"
AreewanH,APP System,3,Procurement Officer,Specific,"21014003"
AreewanH,APP System,3,Procurement Officer,Specific,"21014005"
AreewanH,APP System,3,Procurement Officer,Specific,"21014008"
AreewanH,APP System,3,Procurement Officer,Specific,"22021001"
AreewanH,APP System,3,Procurement Officer,Specific,"22021005"
AreewanH,APP System,3,Procurement Officer,Specific,"22022001"
AreewanH,APP System,3,Procurement Officer,Specific,"22022005"
AreewanH,APP System,3,Procurement Officer,Specific,"22023001"
AreewanH,APP System,3,Procurement Officer,Specific,"22023005"
AreewanH,APP System,3,Procurement Officer,Specific,"22024001"
AreewanH,APP System,3,Procurement Officer,Specific,"22024005"
AreewanH,APP System,3,Procurement Officer,Specific,"22025001"
AreewanH,APP System,3,Procurement Officer,Specific,"22025005"
AreewanH,APP System,3,Procurement Officer,Specific,"30100101"
AreewanH,APP System,3,Procurement Officer,Specific,"30100202"
AreewanH,APP System,3,Procurement Officer,Specific,"30200202"
AreewanH,APP System,3,Procurement Officer,Specific,"30300301"
AreewanH,APP System,3,Procurement Officer,Specific,"30300303"
AreewanH,APP System,3,Procurement Officer,Specific,"30300304"
AreewanH,APP System,3,Procurement Officer,Specific,"30300305"
AreewanH,APP System,3,Procurement Officer,Specific,"30300508"
AreewanH,APP System,3,Procurement Officer,Specific,"30300509"
AreewanH,APP System,3,Procurement Officer,Specific,"30300701"
AreewanH,APP System,3,Procurement Officer,Specific,"30400403"
AreewanH,APP System,3,Procurement Officer,Specific,"30400406"
AreewanH,APP System,3,Procurement Officer,Specific,"30400407"
AreewanH,APP System,3,Procurement Officer,Specific,"30400508"
AreewanH,APP System,3,Procurement Officer,Specific,"30400509"
AreewanH,APP System,3,Procurement Officer,Specific,"30400701"
AreewanH,APP System,3,Procurement Officer,Specific,"30400702"
AreewanH,APP System,3,Procurement Officer,Specific,"30400703"
AreewanH,APP System,3,Procurement Officer,Specific,"30400704"
AreewanH,APP System,3,Procurement Officer,Specific,"30500601"
AreewanH,APP System,3,Procurement Officer,Specific,"30500603"
AreewanH,APP System,3,Procurement Officer,Specific,"30600101"
AreewanH,APP System,3,Procurement Officer,Specific,"90900501"
AreewanH,APP System,3,Procurement Officer,Specific,"90900501"
AreewanH,APP System,3,Procurement Officer,Specific,"90900501"
AreewanH,APP System,3,Procurement Officer,Specific,"90900501"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11011001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11011003"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11011005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11011007"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11012001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11012002"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11013001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11013003"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11013005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11013007"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11014001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"11014005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21011001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21011003"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21011005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21012002"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21012011"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21012012"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21014001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21014002"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21014003"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21014005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"21014008"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22021001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22021005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22022001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22022005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22023001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22023005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22024001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22024005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22025001"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"22025005"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30100101"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30100202"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30200202"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300301"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300303"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300304"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300305"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300508"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300509"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30300701"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400403"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400406"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400407"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400508"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400509"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400701"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400702"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400703"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30400704"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30500601"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30500603"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"30600101"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AreewanH,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11011001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11011003"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11011005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11011007"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11012001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11012002"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11013001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11013003"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11013005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11013007"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11014001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"11014005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21011001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21011003"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21011005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21012002"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21012011"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21012012"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21014001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21014002"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21014003"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21014005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"21014008"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22021001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22021005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22022001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22022005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22023001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22023005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22024001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22024005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22025001"
AuttasitJ,APP System,3,Procurement Officer,Specific,"22025005"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30100101"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30100202"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30200202"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300301"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300303"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300304"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300305"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300508"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300509"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30300701"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400403"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400406"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400407"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400508"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400509"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400701"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400702"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400703"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30400704"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30500601"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30500603"
AuttasitJ,APP System,3,Procurement Officer,Specific,"30600101"
AuttasitJ,APP System,3,Procurement Officer,Specific,"90900501"
AuttasitJ,APP System,3,Procurement Officer,Specific,"90900501"
AuttasitJ,APP System,3,Procurement Officer,Specific,"90900501"
AuttasitJ,APP System,3,Procurement Officer,Specific,"90900501"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11011001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11011003"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11011005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11011007"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11012001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11012002"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11013001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11013003"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11013005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11013007"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11014001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"11014005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21011001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21011003"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21011005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21012002"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21012011"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21012012"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21014001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21014002"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21014003"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21014005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"21014008"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22021001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22021005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22022001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22022005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22023001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22023005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22024001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22024005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22025001"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"22025005"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30100101"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30100202"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30200202"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300301"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300303"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300304"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300305"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300508"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300509"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30300701"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400403"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400406"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400407"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400508"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400509"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400701"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400702"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400703"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30400704"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30500601"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30500603"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"30600101"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"90900501"
AuttasitJ,Procurement Assistant System,3,Procurement Officer,All,"90900501"
ButriP,APP System,15,Management relate org,Specific,"21011001"
ButriP,APP System,15,Management relate org,Specific,"21011005"
ButriP,APP System,15,Management relate org,Specific,"21014001"
ButriP,APP System,15,Management relate org,Specific,"21014005"
ButriP,APP System,15,Management relate org,Specific,"22021001"
ButriP,APP System,15,Management relate org,Specific,"22021005"
ButriP,APP System,15,Management relate org,Specific,"22022001"
ButriP,APP System,15,Management relate org,Specific,"22022005"
ButriP,APP System,15,Management relate org,Specific,"22023001"
ButriP,APP System,15,Management relate org,Specific,"22023005"
ButriP,APP System,15,Management relate org,Specific,"22024001"
ButriP,APP System,15,Management relate org,Specific,"22024005"
ButriP,APP System,15,Management relate org,Specific,"22025001"
ButriP,APP System,15,Management relate org,Specific,"22025005"
ChamatK,APP System,3,Procurement Officer,Specific,"11011001"
ChamatK,APP System,3,Procurement Officer,Specific,"11011003"
ChamatK,APP System,3,Procurement Officer,Specific,"11011005"
ChamatK,APP System,3,Procurement Officer,Specific,"11011007"
ChamatK,APP System,3,Procurement Officer,Specific,"11012001"
ChamatK,APP System,3,Procurement Officer,Specific,"11012002"
ChamatK,APP System,3,Procurement Officer,Specific,"11013001"
ChamatK,APP System,3,Procurement Officer,Specific,"11013003"
ChamatK,APP System,3,Procurement Officer,Specific,"11013005"
ChamatK,APP System,3,Procurement Officer,Specific,"11013007"
ChamatK,APP System,3,Procurement Officer,Specific,"11014001"
ChamatK,APP System,3,Procurement Officer,Specific,"11014005"
ChamatK,APP System,3,Procurement Officer,Specific,"21011001"
ChamatK,APP System,3,Procurement Officer,Specific,"21011003"
ChamatK,APP System,3,Procurement Officer,Specific,"21011005"
ChamatK,APP System,3,Procurement Officer,Specific,"21012002"
ChamatK,APP System,3,Procurement Officer,Specific,"21012011"
ChamatK,APP System,3,Procurement Officer,Specific,"21012012"
ChamatK,APP System,3,Procurement Officer,Specific,"21014001"
ChamatK,APP System,3,Procurement Officer,Specific,"21014002"
ChamatK,APP System,3,Procurement Officer,Specific,"21014003"
ChamatK,APP System,3,Procurement Officer,Specific,"21014005"
ChamatK,APP System,3,Procurement Officer,Specific,"21014008"
ChamatK,APP System,3,Procurement Officer,Specific,"22021001"
ChamatK,APP System,3,Procurement Officer,Specific,"22021005"
ChamatK,APP System,3,Procurement Officer,Specific,"22022001"
ChamatK,APP System,3,Procurement Officer,Specific,"22022005"
ChamatK,APP System,3,Procurement Officer,Specific,"22023001"
ChamatK,APP System,3,Procurement Officer,Specific,"22023005"
ChamatK,APP System,3,Procurement Officer,Specific,"22024001"
ChamatK,APP System,3,Procurement Officer,Specific,"22024005"
ChamatK,APP System,3,Procurement Officer,Specific,"22025001"
ChamatK,APP System,3,Procurement Officer,Specific,"22025005"
ChamatK,APP System,3,Procurement Officer,Specific,"30100101"
ChamatK,APP System,3,Procurement Officer,Specific,"30100202"
ChamatK,APP System,3,Procurement Officer,Specific,"30200202"
ChamatK,APP System,3,Procurement Officer,Specific,"30300301"
ChamatK,APP System,3,Procurement Officer,Specific,"30300303"
